"id","as_name","as_number","country","date","ip_address"
"206_2022-12-21_17488_60.254.51.168","HATHWAY-NET-AP Hathway IP Over Cable Internet","17488","IN","2022-12-21","60.254.51.168"
"1107_2022-01-05_16276_5.39.99.208","OVH","16276","FR","2022-01-05","5.39.99.208"
"1516_2022-01-06_27695_186.159.4.217","EDATEL S.A. E.S.P","27695","CO","2022-01-06","186.159.4.217"
"2851_2022-01-10_15802_5.32.41.46","DU-AS1","15802","AE","2022-01-10","5.32.41.46"
"1148_2022-01-05_16276_51.178.61.60","OVH","16276","FR","2022-01-05","51.178.61.60"
"1018_2022-01-05_12301_91.83.88.122","INVITECH","12301","HU","2022-01-05","91.83.88.122"
"1125_2022-01-05_51167_207.180.220.242","CONTABO","51167","DE","2022-01-05","207.180.220.242"
"2768_2022-01-10_27695_186.159.4.217","EDATEL S.A. E.S.P","27695","CO","2022-01-10","186.159.4.217"
"49_2022-12-23_5432_109.128.221.164","PROXIMUS-ISP-AS","5432","BE","2022-12-23","109.128.221.164"
"2098_2022-01-08_16276_51.178.61.60","OVH","16276","FR","2022-01-08","51.178.61.60"
"58_2022-12-21_18615_163.182.177.80","MAINSTREAM-FIBER","18615","US","2022-12-21","163.182.177.80"
"1870_2022-01-07_39574_94.136.143.124","MINET-AS","39574","SK","2022-01-07","94.136.143.124"
"990_2022-01-05_64297_103.77.205.102","GLOBALMANDIRI-AS-ID PT Medialink Global Mandiri","64297","ID","2022-01-05","103.77.205.102"
"75_2022-12-25_16276_54.37.131.10","OVH","16276","FR","2022-12-25","54.37.131.10"
"569_2022-01-03_19422_152.156.122.10","Telefonica Moviles del Uruguay SA","19422","UY","2022-01-03","152.156.122.10"
"311_2022-01-02_133592_103.139.242.30","SPCTRM-AS-IN Spectram Telecom Pvt Ltd","133592","IN","2022-01-02","103.139.242.30"
"87_2022-12-21_11351_184.153.132.82","TWC-11351-NORTHEAST","11351","US","2022-12-21","184.153.132.82"
"117_2022-12-21_5089_81.111.108.123","NTL","5089","GB","2022-12-21","81.111.108.123"
"139_2022-12-22_7018_12.172.173.82","ATT-INTERNET4","7018","US","2022-12-22","12.172.173.82"
"824_2022-01-04_262543_177.72.80.14","BRMOM CONSTRUINDO CONEXOES LTDA","262543","BR","2022-01-04","177.72.80.14"
"625_2022-01-03_43513_94.140.114.201","NANO-AS","43513","LV","2022-01-03","94.140.114.201"
"1178_2022-01-05_63949_172.104.227.98","""LINODE-AP Linode, LLC""","63949","DE","2022-01-05","172.104.227.98"
"2815_2022-01-10_20115_24.178.196.158","CHARTER-20115","20115","US","2022-01-10","24.178.196.158"
"551_2022-01-03_13489_181.129.85.98","EPM Telecomunicaciones S.A. E.S.P.","13489","CO","2022-01-03","181.129.85.98"
"1688_2022-01-07_26277_216.108.227.55","PREMIANET","26277","US","2022-01-07","216.108.227.55"
"180_2022-12-22_8866_46.10.198.106","BTC-AS BULGARIA","8866","BG","2022-12-22","46.10.198.106"
"866_2022-01-04_61635_131.100.24.199","GOPLEX TELECOMUNICACOES E INTERNET LTDA - ME","61635","BR","2022-01-04","131.100.24.199"
"31_2022-12-25_32329_148.64.96.100","MONKEYBRAINS","32329","US","2022-12-25","148.64.96.100"
"2469_2022-01-09_28669_187.108.32.133","America-NET Ltda.","28669","BR","2022-01-09","187.108.32.133"
"2484_2022-01-09_56300_158.140.143.54","MYREPUBLIC-SG MyRepublic Ltd.","56300","SG","2022-01-09","158.140.143.54"
"836_2022-01-04_8560_50.21.183.143","""IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE.""","8560","US","2022-01-04","50.21.183.143"
"89_2022-12-25_12479_80.103.77.44","UNI2-AS","12479","ES","2022-12-25","80.103.77.44"
"75_2022-12-23_6128_75.99.125.238","CABLE-NET-1","6128","US","2022-12-23","75.99.125.238"
"275_2022-01-02_7922_96.80.109.57","COMCAST-7922","7922","US","2022-01-02","96.80.109.57"
"951_2022-01-04_54290_104.168.155.129","HOSTWINDS","54290","US","2022-01-04","104.168.155.129"
"2752_2022-01-10_51582_46.55.222.11","DCC-","51582","BG","2022-01-10","46.55.222.11"
"1131_2022-01-05_16276_91.121.134.180","OVH","16276","FR","2022-01-05","91.121.134.180"
"1229_2022-01-05_39574_94.136.143.124","MINET-AS","39574","SK","2022-01-05","94.136.143.124"
"2174_2022-01-08_271799_177.52.221.73","""TELERY NETWORKS, S.R.L""","271799","DO","2022-01-08","177.52.221.73"
"305_2022-01-02_15802_5.32.41.46","DU-AS1","15802","AE","2022-01-02","5.32.41.46"
"470_2022-01-03_20473_207.246.112.221","AS-CHOOPA","20473","US","2022-01-03","207.246.112.221"
"2235_2022-01-08_61138_103.208.86.233","ZAPPIE-HOST-AS Zappie Host","61138","NZ","2022-01-08","103.208.86.233"
"169_2022-12-22_5384_86.96.75.237","EMIRATES-INTERNET Emirates Internet","5384","AE","2022-12-22","86.96.75.237"
"837_2022-01-04_200698_185.99.2.197","GLOBALHOST-BOSNIA-AS","200698","BA","2022-01-04","185.99.2.197"
"200_2022-01-02_327979_41.76.108.46","DIAMATRIX","327979","ZA","2022-01-02","41.76.108.46"
"1560_2022-01-06_14061_167.99.141.108","DIGITALOCEAN-ASN","14061","DE","2022-01-06","167.99.141.108"
"2042_2022-01-08_31133_31.173.137.49","MF-MGSM-AS PJSC MegaFon","31133","RU","2022-01-08","31.173.137.49"
"997_2022-01-05_34123_185.94.172.15","NETORN-AS","34123","RU","2022-01-05","185.94.172.15"
"230_2022-12-21_16276_54.38.137.14","OVH","16276","PL","2022-12-21","54.38.137.14"
"1686_2022-01-07_200698_185.164.32.148","GLOBALHOST-BOSNIA-AS","200698","BA","2022-01-07","185.164.32.148"
"2074_2022-01-08_209_65.100.174.110","CENTURYLINK-US-LEGACY-QWEST","209","US","2022-01-08","65.100.174.110"
"202_2022-12-22_7018_12.172.173.82","ATT-INTERNET4","7018","US","2022-12-22","12.172.173.82"
"936_2022-01-04_5384_217.164.247.241","EMIRATES-INTERNET Emirates Internet","5384","AE","2022-01-04","217.164.247.241"
"504_2022-01-03_16276_51.178.186.134","OVH","16276","FR","2022-01-03","51.178.186.134"
"958_2022-01-04_9121_88.253.171.236","TTNET","9121","TR","2022-01-04","88.253.171.236"
"151_2022-12-25_209_67.235.138.14","CENTURYLINK-US-LEGACY-QWEST","209","US","2022-12-25","67.235.138.14"
"15_2022-01-02_25159_62.64.9.237","SONICDUO-AS","25159","RU","2022-01-02","62.64.9.237"
"161_2022-12-21_3215_90.116.219.167","France Telecom - Orange","3215","FR","2022-12-21","90.116.219.167"
"698_2022-01-04_11427_24.162.214.166","TWC-11427-TEXAS","11427","US","2022-01-04","24.162.214.166"
"228_2022-12-22_2856_86.160.253.56","BT-UK-AS BTnet UK Regional network","2856","GB","2022-12-22","86.160.253.56"
"12_2022-12-21_37693_41.228.22.180","TUNISIANA","37693","TN","2022-12-21","41.228.22.180"
"98_2022-12-24_20001_172.90.139.138","TWC-20001-PACWEST","20001","US","2022-12-24","172.90.139.138"
"355_2022-01-03_27831_186.97.172.178","Colombia Movil","27831","CO","2022-01-03","186.97.172.178"
"475_2022-01-03_20473_216.238.71.31","AS-CHOOPA","20473","MX","2022-01-03","216.238.71.31"
"1833_2022-01-07_61635_131.100.24.199","GOPLEX TELECOMUNICACOES E INTERNET LTDA - ME","61635","BR","2022-01-07","131.100.24.199"
"39_2022-12-25_16276_54.38.138.5","OVH","16276","FR","2022-12-25","54.38.138.5"
"2730_2022-01-10_51167_164.68.99.3","CONTABO","51167","DE","2022-01-10","164.68.99.3"
"1966_2022-01-08_14061_178.128.23.9","DIGITALOCEAN-ASN","14061","SG","2022-01-08","178.128.23.9"
"2009_2022-01-08_16276_178.33.13.40","OVH","16276","FR","2022-01-08","178.33.13.40"
"985_2022-01-05_136969_103.73.102.174","KKNETWROK-AS-AP KK Networks (Pvt) Ltd.","136969","PK","2022-01-05","103.73.102.174"
"169_2022-01-02_31034_95.110.160.239","ARUBA-ASN","31034","IT","2022-01-02","95.110.160.239"
"27_2022-12-23_131710_103.9.36.172","IDNIC-AERONET-AS-ID PT Aero Systems Indonesia","131710","ID","2022-12-23","103.9.36.172"
"149_2022-01-02_31034_212.237.17.99","ARUBA-ASN","31034","IT","2022-01-02","212.237.17.99"
"160_2022-12-23_16276_54.37.131.158","OVH","16276","FR","2022-12-23","54.37.131.158"
"2355_2022-01-09_37693_41.228.22.180","TUNISIANA","37693","TN","2022-01-09","41.228.22.180"
"103_2022-12-21_11426_69.133.162.35","TWC-11426-CAROLINAS","11426","US","2022-12-21","69.133.162.35"
"2750_2022-01-10_136883_103.109.247.10","IDNIC-UNUSA-AS-ID Universitas Nahdlatul Ulama Surabaya","136883","ID","2022-01-10","103.109.247.10"
"1770_2022-01-07_12353_94.60.254.81","VODAFONE-PT Vodafone Portugal","12353","PT","2022-01-07","94.60.254.81"
"2746_2022-01-10_14061_107.170.4.227","DIGITALOCEAN-ASN","14061","US","2022-01-10","107.170.4.227"
"63_2022-12-25_7922_73.36.196.11","COMCAST-7922","7922","US","2022-12-25","73.36.196.11"
"1081_2022-01-05_31133_31.173.137.47","MF-MGSM-AS PJSC MegaFon","31133","RU","2022-01-05","31.173.137.47"
"107_2022-12-24_7018_12.172.173.82","ATT-INTERNET4","7018","US","2022-12-24","12.172.173.82"
"1054_2022-01-05_14280_204.174.223.210","NETNATION","14280","CA","2022-01-05","204.174.223.210"
"1188_2022-01-05_34088_151.106.39.36","GDY-FRANCE","34088","FR","2022-01-05","151.106.39.36"
"1765_2022-01-07_701_108.4.67.252","UUNET","701","US","2022-01-07","108.4.67.252"
"1825_2022-01-07_20473_104.238.138.234","AS-CHOOPA","20473","US","2022-01-07","104.238.138.234"
"2605_2022-01-10_14061_107.170.64.97","DIGITALOCEAN-ASN","14061","US","2022-01-10","107.170.64.97"
"98_2022-12-23_13285_92.27.86.48","OPALTELECOM-AS TalkTalk Communications Limited","13285","GB","2022-12-23","92.27.86.48"
"40_2022-12-23_9318_218.38.121.17","SKB-AS SK Broadband Co Ltd","9318","KR","2022-12-23","218.38.121.17"
"1019_2022-01-05_46606_162.214.188.105","UNIFIEDLAYER-AS-1","46606","US","2022-01-05","162.214.188.105"
"262_2022-01-02_9318_1.234.65.61","SKB-AS SK Broadband Co Ltd","9318","KR","2022-01-02","1.234.65.61"
"1915_2022-01-07_12083_69.14.172.24","WOW-INTERNET","12083","US","2022-01-07","69.14.172.24"
"913_2022-01-04_265491_170.78.0.135","ARP TELECOM COMUNICACOES LTDA ME","265491","BR","2022-01-04","170.78.0.135"
"777_2022-01-04_47331_81.214.126.173","TTNET","47331","TR","2022-01-04","81.214.126.173"
"122_2022-12-22_3215_90.89.95.158","France Telecom - Orange","3215","FR","2022-12-22","90.89.95.158"
"166_2022-12-21_60534_185.135.120.81","LAGUNA-AS","60534","PL","2022-12-21","185.135.120.81"
"761_2022-01-04_6830_89.101.97.139","""LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA""","6830","IE","2022-01-04","89.101.97.139"
"194_2022-12-23_17488_60.254.51.168","HATHWAY-NET-AP Hathway IP Over Cable Internet","17488","IN","2022-12-23","60.254.51.168"
"1102_2022-01-05_7922_76.25.142.196","COMCAST-7922","7922","US","2022-01-05","76.25.142.196"
"1634_2022-01-07_12772_94.28.78.200","ENFORTA-AS Enforta Autonomous System","12772","RU","2022-01-07","94.28.78.200"
"166_2022-01-02_137478_202.144.203.140","CYBER-AS-AP Cyber Net Cafe","137478","BD","2022-01-02","202.144.203.140"
"162_2022-12-25_2856_86.183.251.169","BT-UK-AS BTnet UK Regional network","2856","GB","2022-12-25","86.183.251.169"
"108_2022-12-24_7018_12.172.173.82","ATT-INTERNET4","7018","US","2022-12-24","12.172.173.82"
"1745_2022-01-07_3737_50.29.166.232","AS-PTD","3737","US","2022-01-07","50.29.166.232"
"191_2022-12-24_11556_190.35.44.194","Cable & Wireless Panama","11556","PA","2022-12-24","190.35.44.194"
"276_2022-01-02_1221_149.135.101.20","ASN-TELSTRA Telstra Corporation Ltd","1221","AU","2022-01-02","149.135.101.20"
"631_2022-01-03_15802_5.32.41.46","DU-AS1","15802","AE","2022-01-03","5.32.41.46"
"2431_2022-01-09_14061_167.71.11.125","DIGITALOCEAN-ASN","14061","NL","2022-01-09","167.71.11.125"
"184_2022-12-24_2110_78.18.42.55","""AS-BTIRE BT Ireland was previously known as Esat Net, EUnet Ireland & IEUnet.""","2110","IE","2022-12-24","78.18.42.55"
"1897_2022-01-07_22884_187.189.86.168","TOTAL PLAY TELECOMUNICACIONES SA DE CV","22884","MX","2022-01-07","187.189.86.168"
"1009_2022-01-05_262210_181.176.174.139","VIETTEL PERU S.A.C.","262210","PE","2022-01-05","181.176.174.139"
"2550_2022-01-10_64425_5.182.210.132","SKB-ENTERPRISE","64425","NL","2022-01-10","5.182.210.132"
"2492_2022-01-09_14061_167.99.141.108","DIGITALOCEAN-ASN","14061","DE","2022-01-09","167.99.141.108"
"180_2022-12-23_6327_184.68.116.146","SHAW","6327","CA","2022-12-23","184.68.116.146"
"92_2022-12-22_20001_98.145.23.67","TWC-20001-PACWEST","20001","US","2022-12-22","98.145.23.67"
"105_2022-12-25_7018_12.172.173.82","ATT-INTERNET4","7018","US","2022-12-25","12.172.173.82"
"1044_2022-01-05_45298_103.253.107.156","""INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT""","45298","ID","2022-01-05","103.253.107.156"
"1259_2022-01-05_206509_82.152.39.39","KCOM-UK-AS","206509","GB","2022-01-05","82.152.39.39"
"1907_2022-01-07_46606_162.214.50.39","UNIFIEDLAYER-AS-1","46606","US","2022-01-07","162.214.50.39"
"1430_2022-01-06_16276_5.39.99.208","OVH","16276","FR","2022-01-06","5.39.99.208"
"11_2022-12-23_1221_120.150.218.241","ASN-TELSTRA Telstra Corporation Ltd","1221","AU","2022-12-23","120.150.218.241"
"72_2022-12-24_7922_73.223.248.31","COMCAST-7922","7922","US","2022-12-24","73.223.248.31"
"151_2022-12-21_12390_77.86.98.236","KINGSTON-UK-AS","12390","GB","2022-12-21","77.86.98.236"
"82_2022-01-02_131207_96.9.77.56","""SINET-KH SINET, Cambodias specialist Internet and Telecom Service Provider.""","131207","KH","2022-01-02","96.9.77.56"
"2354_2022-01-09_1221_120.150.218.241","ASN-TELSTRA Telstra Corporation Ltd","1221","AU","2022-01-09","120.150.218.241"
"961_2022-01-04_51407_176.67.56.94","MADA-AS","51407","PS","2022-01-04","176.67.56.94"
"511_2022-01-03_133647_45.116.106.45","ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.","133647","IN","2022-01-03","45.116.106.45"
"1325_2022-01-06_42730_178.254.33.197","EVANZOAS","42730","DE","2022-01-06","178.254.33.197"
"1931_2022-01-07_133592_103.139.242.30","SPCTRM-AS-IN Spectram Telecom Pvt Ltd","133592","IN","2022-01-07","103.139.242.30"
"33_2022-12-21_32329_148.64.96.100","MONKEYBRAINS","32329","US","2022-12-21","148.64.96.100"
"2458_2022-01-09_13489_181.129.251.109","EPM Telecomunicaciones S.A. E.S.P.","13489","CO","2022-01-09","181.129.251.109"
"558_2022-01-03_30844_41.175.22.226","LIQUID-AS","30844","ZM","2022-01-03","41.175.22.226"
"1120_2022-01-05_15435_136.143.11.232","KABELFOON DELTA Fiber Nederland","15435","NL","2022-01-05","136.143.11.232"
"2502_2022-01-09_1221_149.135.101.20","ASN-TELSTRA Telstra Corporation Ltd","1221","AU","2022-01-09","149.135.101.20"
"780_2022-01-04_47583_213.190.4.223","AS-HOSTINGER","47583","DE","2022-01-04","213.190.4.223"
"1758_2022-01-07_14061_198.199.98.78","DIGITALOCEAN-ASN","14061","US","2022-01-07","198.199.98.78"
"1947_2022-01-08_25459_37.247.35.130","NEDZONE-AS","25459","NL","2022-01-08","37.247.35.130"
"1324_2022-01-06_7684_153.126.165.175","SAKURA-A SAKURA Internet Inc.","7684","JP","2022-01-06","153.126.165.175"
"141_2022-12-25_10796_72.133.240.122","TWC-10796-MIDWEST","10796","US","2022-12-25","72.133.240.122"
"121_2022-12-25_6128_108.162.6.34","CABLE-NET-1","6128","US","2022-12-25","108.162.6.34"
"962_2022-01-04_15802_5.32.41.46","DU-AS1","15802","AE","2022-01-04","5.32.41.46"
"751_2022-01-04_31133_31.173.137.47","MF-MGSM-AS PJSC MegaFon","31133","RU","2022-01-04","31.173.137.47"
"895_2022-01-04_28745_83.146.71.242","SUTTK-AS","28745","RU","2022-01-04","83.146.71.242"
"2817_2022-01-10_1221_149.135.101.20","ASN-TELSTRA Telstra Corporation Ltd","1221","AU","2022-01-10","149.135.101.20"
"2805_2022-01-10_51167_144.91.122.94","CONTABO","51167","DE","2022-01-10","144.91.122.94"
"1301_2022-01-06_14061_178.128.83.165","DIGITALOCEAN-ASN","14061","SG","2022-01-06","178.128.83.165"
"162_2022-12-24_10396_64.237.240.3","COQUI-NET","10396","PR","2022-12-24","64.237.240.3"
"1115_2022-01-05_209_65.100.174.110","CENTURYLINK-US-LEGACY-QWEST","209","US","2022-01-05","65.100.174.110"
"2083_2022-01-08_16276_91.121.134.180","OVH","16276","FR","2022-01-08","91.121.134.180"
"1808_2022-01-07_133647_45.116.106.45","ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.","133647","IN","2022-01-07","45.116.106.45"
"64_2022-01-02_63949_178.79.147.66","""LINODE-AP Linode, LLC""","63949","GB","2022-01-02","178.79.147.66"
"158_2022-12-25_7018_12.172.173.82","ATT-INTERNET4","7018","US","2022-12-25","12.172.173.82"
"811_2022-01-04_27792_181.189.221.250","Wiltel Comunicaciones SA","27792","AR","2022-01-04","181.189.221.250"
"95_2022-12-22_7303_152.171.41.171","Telecom Argentina S.A.","7303","AR","2022-12-22","152.171.41.171"
"2254_2022-01-09_64297_103.77.205.102","GLOBALMANDIRI-AS-ID PT Medialink Global Mandiri","64297","ID","2022-01-09","103.77.205.102"
"1703_2022-01-07_63949_97.107.134.115","""LINODE-AP Linode, LLC""","63949","US","2022-01-07","97.107.134.115"
"215_2022-12-23_2856_86.160.253.56","BT-UK-AS BTnet UK Regional network","2856","GB","2022-12-23","86.160.253.56"
"40_2022-12-21_9318_218.38.121.17","SKB-AS SK Broadband Co Ltd","9318","KR","2022-12-21","218.38.121.17"
"1626_2022-01-07_25159_62.64.9.237","SONICDUO-AS","25159","RU","2022-01-07","62.64.9.237"
"398_2022-01-03_41993_185.82.144.173","CLOUDCENTER","41993","FI","2022-01-03","185.82.144.173"
"820_2022-01-04_264776_168.197.250.14","Omar Anselmo Ripoll TDC NET","264776","AR","2022-01-04","168.197.250.14"
"1652_2022-01-07_55769_144.48.139.206","""SEATELECOM-KH SOUTH EAST ASIA TELECOM (Cambodia) Co., LTD""","55769","KH","2022-01-07","144.48.139.206"
"992_2022-01-05_16276_51.91.76.89","OVH","16276","FR","2022-01-05","51.91.76.89"
"52_2022-12-23_16276_54.38.138.5","OVH","16276","FR","2022-12-23","54.38.138.5"
"54_2022-12-25_10796_174.104.184.149","TWC-10796-MIDWEST","10796","US","2022-12-25","174.104.184.149"
"2197_2022-01-08_7385_209.210.95.228","ALLSTREAM","7385","US","2022-01-08","209.210.95.228"
"2852_2022-01-10_58405_180.233.150.134","""UNITEDTELECOMS-IN 18A19,DODDANEKUNDI""","58405","IN","2022-01-10","180.233.150.134"
"2314_2022-01-09_16276_178.33.13.40","OVH","16276","FR","2022-01-09","178.33.13.40"
"800_2022-01-04_5769_96.21.251.127","VIDEOTRON","5769","CA","2022-01-04","96.21.251.127"
"465_2022-01-03_54329_38.70.253.226","SUMO","54329","US","2022-01-03","38.70.253.226"
"62_2022-12-22_17625_27.109.19.90","BLAZENET-IN-AP BlazeNets Network","17625","IN","2022-12-22","27.109.19.90"
"858_2022-01-04_4621_202.29.237.113","UNINET-AS-AP UNINET-","4621","TH","2022-01-04","202.29.237.113"
"92_2022-12-24_6128_24.228.132.224","CABLE-NET-1","6128","US","2022-12-24","24.228.132.224"
"140_2022-01-02_30083_69.64.50.41","AS-30083-GO-DADDY-COM-LLC","30083","US","2022-01-02","69.64.50.41"
"2684_2022-01-10_209_65.100.174.110","CENTURYLINK-US-LEGACY-QWEST","209","US","2022-01-10","65.100.174.110"
"183_2022-12-23_22773_184.189.41.80","ASN-CXA-ALL-CCI-22773-RDC","22773","US","2022-12-23","184.189.41.80"
"2125_2022-01-08_9340_117.54.140.98","""INDONET-AS-AP INDO Internet, PT""","9340","ID","2022-01-08","117.54.140.98"
"158_2022-01-02_20473_216.238.72.121","AS-CHOOPA","20473","MX","2022-01-02","216.238.72.121"
"2023_2022-01-08_45298_103.253.107.153","""INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT""","45298","ID","2022-01-08","103.253.107.153"
"496_2022-01-03_19114_200.7.198.138","Otecel S.A.","19114","EC","2022-01-03","200.7.198.138"
"2346_2022-01-09_12271_98.0.159.122","TWC-12271-NYC","12271","US","2022-01-09","98.0.159.122"
"319_2022-01-03_13188_159.224.167.102","TRIOLAN","13188","UA","2022-01-03","159.224.167.102"
"887_2022-01-04_30844_41.175.22.226","LIQUID-AS","30844","ZM","2022-01-04","41.175.22.226"
"293_2022-01-02_16276_51.38.71.0","OVH","16276","GB","2022-01-02","51.38.71.0"
"2529_2022-01-09_51407_176.67.56.94","MADA-AS","51407","PS","2022-01-09","176.67.56.94"
"208_2022-12-22_30722_93.147.134.85","VODAFONE-IT-ASN","30722","IT","2022-12-22","93.147.134.85"
"1252_2022-01-05_21782_67.209.195.198","PLATEAU","21782","US","2022-01-05","67.209.195.198"
"852_2022-01-04_51582_46.55.222.11","DCC-","51582","BG","2022-01-04","46.55.222.11"
"795_2022-01-04_51167_207.180.220.242","CONTABO","51167","DE","2022-01-04","207.180.220.242"
"2537_2022-01-09_16276_139.99.30.176","OVH","16276","SG","2022-01-09","139.99.30.176"
"2486_2022-01-09_9318_1.234.65.61","SKB-AS SK Broadband Co Ltd","9318","KR","2022-01-09","1.234.65.61"
"159_2022-01-02_46034_103.74.143.53","DEPKES-AS-ID Departemen Kesehatan","46034","ID","2022-01-02","103.74.143.53"
"5_2022-01-02_16276_142.44.247.57","OVH","16276","CA","2022-01-02","142.44.247.57"
"1457_2022-01-06_17995_202.51.122.163","SOLUSINET-AS-ID PT iForte Global Internet","17995","ID","2022-01-06","202.51.122.163"
"853_2022-01-04_8412_81.223.127.86","TMA Magenta Telekom","8412","AT","2022-01-04","81.223.127.86"
"30_2022-01-02_35805_178.134.47.166","SILKNET-AS","35805","GE","2022-01-02","178.134.47.166"
"2133_2022-01-08_20473_104.238.138.234","AS-CHOOPA","20473","US","2022-01-08","104.238.138.234"
"310_2022-01-02_131710_103.9.36.172","IDNIC-AERONET-AS-ID PT Aero Systems Indonesia","131710","ID","2022-01-02","103.9.36.172"
"561_2022-01-03_28006_186.42.212.30","CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP","28006","EC","2022-01-03","186.42.212.30"
"2271_2022-01-09_14061_178.128.23.9","DIGITALOCEAN-ASN","14061","SG","2022-01-09","178.128.23.9"
"776_2022-01-04_3737_50.29.166.232","AS-PTD","3737","US","2022-01-04","50.29.166.232"
"2755_2022-01-10_9318_116.124.128.206","SKB-AS SK Broadband Co Ltd","9318","KR","2022-01-10","116.124.128.206"
"148_2022-12-21_22773_72.200.109.104","ASN-CXA-ALL-CCI-22773-RDC","22773","US","2022-12-21","72.200.109.104"
"1408_2022-01-06_134113_103.52.135.61","MCN-BD Kazi Sazzad Hossain TA Millennium Computers & Networking","134113","BD","2022-01-06","103.52.135.61"
"1250_2022-01-05_7385_209.210.95.228","ALLSTREAM","7385","US","2022-01-05","209.210.95.228"
"2659_2022-01-10_1221_120.150.218.241","ASN-TELSTRA Telstra Corporation Ltd","1221","AU","2022-01-10","120.150.218.241"
"147_2022-12-23_1257_83.248.199.56","TELE2","1257","SE","2022-12-23","83.248.199.56"
"756_2022-01-04_17501_124.41.211.17","WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd","17501","NP","2022-01-04","124.41.211.17"
"188_2022-01-02_16276_51.79.205.117","OVH","16276","SG","2022-01-02","51.79.205.117"
"48_2022-12-23_55836_115.247.12.66","RELIANCEJIO-IN Reliance Jio Infocomm Limited","55836","IN","2022-12-23","115.247.12.66"
"10_2022-12-21_14061_159.65.3.147","DIGITALOCEAN-ASN","14061","SG","2022-12-21","159.65.3.147"
"2625_2022-01-10_41993_185.82.144.173","CLOUDCENTER","41993","FI","2022-01-10","185.82.144.173"
"1349_2022-01-06_28166_200.236.218.62","Telecom South America SA","28166","BR","2022-01-06","200.236.218.62"
"2204_2022-01-08_138296_103.143.8.71","STARNET7-AS Juweriyah Networks Private Limited","138296","IN","2022-01-08","103.143.8.71"
"35_2022-01-02_9318_1.234.21.73","SKB-AS SK Broadband Co Ltd","9318","KR","2022-01-02","1.234.21.73"
"219_2022-12-23_5645_69.165.145.141","TEKSAVVY","5645","CA","2022-12-23","69.165.145.141"
"54_2022-12-24_7922_74.92.243.113","COMCAST-7922","7922","US","2022-12-24","74.92.243.113"
"115_2022-12-23_12479_92.189.214.236","UNI2-AS","12479","ES","2022-12-23","92.189.214.236"
"72_2022-12-23_10796_174.104.184.149","TWC-10796-MIDWEST","10796","US","2022-12-23","174.104.184.149"
"83_2022-12-25_5410_176.142.207.63","BOUYGTEL-ISP","5410","FR","2022-12-25","176.142.207.63"
"282_2022-01-02_138296_103.143.8.71","STARNET7-AS Juweriyah Networks Private Limited","138296","IN","2022-01-02","103.143.8.71"
"1045_2022-01-05_7713_36.89.98.183","TELKOMNET-AS-AP PT Telekomunikasi Indonesia","7713","ID","2022-01-05","36.89.98.183"
"2333_2022-01-09_18734_201.148.20.37","""Operbes, S.A. de C.V.""","18734","MX","2022-01-09","201.148.20.37"
"86_2022-12-25_3301_81.229.117.95","TELIANET-SWEDEN Telia Company","3301","SE","2022-12-25","81.229.117.95"
"217_2022-01-02_16276_176.31.163.17","OVH","16276","FR","2022-01-02","176.31.163.17"
"1130_2022-01-05_12874_93.48.80.198","FASTWEB","12874","IT","2022-01-05","93.48.80.198"
"1_2022-12-21_16276_37.187.115.122","OVH","16276","FR","2022-12-21","37.187.115.122"
"78_2022-12-25_16276_54.37.130.24","OVH","16276","FR","2022-12-25","54.37.130.24"
"1369_2022-01-06_26277_216.108.227.55","PREMIANET","26277","US","2022-01-06","216.108.227.55"
"762_2022-01-04_1221_120.150.218.241","ASN-TELSTRA Telstra Corporation Ltd","1221","AU","2022-01-04","120.150.218.241"
"946_2022-01-04_63949_139.162.113.169","""LINODE-AP Linode, LLC""","63949","JP","2022-01-04","139.162.113.169"
"148_2022-12-22_7018_12.172.173.82","ATT-INTERNET4","7018","US","2022-12-22","12.172.173.82"
"2043_2022-01-08_17501_124.41.211.17","WLINK-NEPAL-AS-AP WorldLink Communications Pvt Ltd","17501","NP","2022-01-08","124.41.211.17"
"6_2022-12-22_14061_104.248.178.90","DIGITALOCEAN-ASN","14061","US","2022-12-22","104.248.178.90"
"891_2022-01-04_28669_187.108.32.133","America-NET Ltda.","28669","BR","2022-01-04","187.108.32.133"
"2621_2022-01-10_45298_103.253.107.198","""INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT""","45298","ID","2022-01-10","103.253.107.198"
"47_2022-12-22_20473_144.202.15.58","AS-CHOOPA","20473","US","2022-12-22","144.202.15.58"
"241_2022-12-22_17747_202.142.98.62","SITINETWORS-IN-AP SITI NETWORKS LIMITED","17747","IN","2022-12-22","202.142.98.62"
"240_2022-12-21_5645_69.165.145.141","TEKSAVVY","5645","CA","2022-12-21","69.165.145.141"
